"ref","PTT","OVF","CNT","TX_DATE","DE_DATE","SURF_DUR","DIVE_DUR","N_SURF_DUR","DEP_OFF","MAX_DEP","D1","D2","D3","D4","V1","V2","V3","V4","V5","D_DIST","LAT","LON","TRAVEL_R","HOMEDIST","START_LAT","START_LON","BOTTOM","T1","T2","T3","T4","D_SPEED","N_DEPTHS","N_SPEEDS","DEPTH_STR","SPEED_STR","PROPN_STR","PERCENT_AREA","SUNALT","SUNRISE","SUNSET","RESIDUAL","GRP_NUMBER"
"cr2_KJ_01",13361,,1,,8/4/2001 4:58:36,16,36,,,6.00,6.00,6.00,6.00,6.00,0.80,0.75,0.70,,,,-67.74,-69.54,1.69,96.72,-67.74,-69.54,212,19.00,19.00,49.20,69.80,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.80, 0.75, 0.70","19.0,19.0,49.2,69.8",87.30,-39.40,8/4/2001 13:45:22,8/4/2001 19:43:05,0.00,255
"cr2_KJ_01",13361,,3,,8/4/2001 5:11:52,8,159,,,15.00,15.00,15.00,12.00,6.00,1.05,1.05,1.10,,,,-67.75,-69.58,1.52,98.58,-67.75,-69.57,274,34.90,61.90,71.40,84.10,,4,3,"  15.0,  15.0,  12.0,   6.0"," 1.05, 1.05, 1.10","34.9,61.9,71.4,84.1",60.30,-39.30,8/4/2001 13:45:34,8/4/2001 19:43:09,0.00,255
"cr2_KJ_01",13361,,3,,8/4/2001 5:13:18,398,78,,,6.00,6.00,6.00,6.00,6.00,0.90,0.95,1.10,,,,-67.75,-69.59,1.50,98.78,-67.75,-69.58,274,9.50,44.40,63.40,84.10,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.90, 0.95, 1.10"," 9.5,44.4,63.4,84.1",61.90,-39.30,8/4/2001 13:45:37,8/4/2001 19:43:10,0.00,255
"cr2_KJ_01",13361,,2,,8/4/2001 5:19:44,16,12,,,6.00,6.00,6.00,6.00,6.00,4.73,1.05,4.73,,,,-67.75,-69.59,1.43,99.07,-67.75,-69.59,274,0.00,0.00,31.70,65.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 4.73, 1.05, 4.73"," 0.0, 0.0,31.7,65.0",100.00,-39.10,8/4/2001 13:45:41,8/4/2001 19:43:11,0.00,255
"cr2_KJ_01",13361,,2,,8/4/2001 5:20:48,28,48,,,6.00,6.00,6.00,6.00,6.00,0.75,1.05,0.95,,,,-67.75,-69.59,1.42,99.11,-67.75,-69.59,274,23.80,49.20,65.00,74.60,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.75, 1.05, 0.95","23.8,49.2,65.0,74.6",46.00,-39.10,8/4/2001 13:45:41,8/4/2001 19:43:11,0.00,255
"cr2_KJ_01",13361,,1,,8/4/2001 5:22:50,430,12,,,6.00,6.00,6.00,6.00,6.00,0.95,1.00,4.73,,,,-67.75,-69.59,1.40,99.18,-67.75,-69.59,274,23.80,23.80,49.20,74.60,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.95, 1.00, 4.73","23.8,23.8,49.2,74.6",57.10,-39.10,8/4/2001 13:45:42,8/4/2001 19:43:11,0.00,255
"cr2_KJ_01",13361,,1,,8/4/2001 5:34:39,462,279,,,73.50,30.00,73.50,61.50,36.00,1.20,1.25,2.23,,,,-67.75,-69.60,1.29,99.60,-67.75,-69.60,315,7.90,33.30,55.50,84.10,,4,3,"  30.0,  73.5,  61.5,  36.0"," 1.20, 1.25, 2.23"," 7.9,33.3,55.5,84.1",66.60,-38.90,8/4/2001 13:45:44,8/4/2001 19:43:11,8.00,255
"cr2_KJ_01",13361,,1,,8/4/2001 5:42:50,430,12,,,6.00,6.00,6.00,6.00,6.00,4.73,0.90,4.73,,,,-67.76,-69.61,1.21,99.89,-67.76,-69.61,315,0.00,0.00,31.70,65.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 4.73, 0.90, 4.73"," 0.0, 0.0,31.7,65.0",100.00,-38.60,8/4/2001 13:45:48,8/4/2001 19:43:10,0.00,255
"cr2_KJ_01",13361,,1,,8/4/2001 5:50:36,462,36,,,15.00,15.00,15.00,9.00,6.00,0.80,1.20,1.15,,,,-67.76,-69.61,1.14,100.16,-67.76,-69.61,315,20.60,20.60,42.80,65.00,,4,3,"  15.0,  15.0,   9.0,   6.0"," 0.80, 1.20, 1.15","20.6,20.6,42.8,65.0",44.40,-38.40,8/4/2001 13:45:50,8/4/2001 19:43:10,0.00,255
"cr2_KJ_01",13361,,2,,8/4/2001 6:16:02,238,12,,,6.00,6.00,6.00,6.00,6.00,4.73,1.20,4.73,,,,-67.77,-69.62,1.43,101.05,-67.77,-69.62,287,0.00,0.00,31.70,65.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 4.73, 1.20, 4.73"," 0.0, 0.0,31.7,65.0",100.00,-37.40,8/4/2001 13:46:01,8/4/2001 19:43:03,0.00,255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cr2_KJ_01",13361,,2,,8/4/2001 7:17:44,16,84,,,9.00,6.00,9.00,6.00,6.00,1.00,1.10,0.95,,,,-67.79,-69.70,1.15,104.94,-67.79,-69.69,377,22.20,31.70,49.20,71.40,,4,3,"   6.0,   9.0,   6.0,   6.0"," 1.00, 1.10, 0.95","22.2,31.7,49.2,71.4",34.90,-34.00,8/4/2001 13:46:32,8/4/2001 19:43:09,0.00,255
"cr2_KJ_01",13361,,2,,8/4/2001 7:18:54,28,54,,,6.00,6.00,6.00,6.00,6.00,4.73,1.25,1.30,,,,-67.79,-69.70,1.14,105.03,-67.79,-69.70,350,0.00,12.60,41.20,77.70,,4,3,"   6.0,   6.0,   6.0,   6.0"," 4.73, 1.25, 1.30"," 0.0,12.6,41.2,77.7",46.00,-33.90,8/4/2001 13:46:32,8/4/2001 19:43:10,0.00,255
"cr2_KJ_01",13361,,1,,8/4/2001 7:19:48,12,12,,,6.00,6.00,6.00,6.00,6.00,4.73,1.20,4.73,,,,-67.79,-69.70,1.12,105.09,-67.79,-69.70,350,0.00,23.80,49.20,74.60,,4,3,"   6.0,   6.0,   6.0,   6.0"," 4.73, 1.20, 4.73"," 0.0,23.8,49.2,74.6",100.00,-33.80,8/4/2001 13:46:33,8/4/2001 19:43:11,0.00,255
"cr2_KJ_01",13361,,1,,8/4/2001 7:20:12,74,12,,,6.00,6.00,6.00,6.00,6.00,4.73,0.80,4.73,,,,-67.79,-69.70,1.12,105.12,-67.79,-69.70,350,0.00,0.00,31.70,65.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 4.73, 0.80, 4.73"," 0.0, 0.0,31.7,65.0",100.00,-33.70,8/4/2001 13:46:33,8/4/2001 19:43:11,0.00,255
"cr2_KJ_01",13361,,1,,8/4/2001 8:10:18,102,24,,,12.00,9.00,12.00,12.00,9.00,1.73,1.35,1.15,,,,-67.79,-69.76,0.67,107.47,-67.79,-69.76,268,12.60,41.20,41.20,69.80,,4,3,"   9.0,  12.0,  12.0,   9.0"," 1.73, 1.35, 1.15","12.6,41.2,41.2,69.8",50.70,-30.00,8/4/2001 13:46:50,8/4/2001 19:43:22,0.00,255
